,chain,protocol,current_usd_tvl,max_usd_tvl,launch_date,totalLiquidityUSD,last_day_tvl,month,quarter,start_of_month_tvl,monthly_tvl_share,start_of_quarter_tvl,quarterly_tvl_share,chains_tvl_share,chains_tvl_share_floor,chains_tvl_share_floor_sort,monthly_tvl_floor,monthly_tvl_share_floor,monthly_tvl_share_floor_sort,num_protocols_threshold,num_protocols,num_protocols_threshold_pct_chain,num_protocols_threshold_pct_share
607,Optimism,toros,3572189.32129,3686530.94193,2022-07-05,296794715.4424841,282652363.40653235,2022-07-01,2022Q3,276326438.2090587,3.2465195016422936,276670114.919425,3.2049567913853583,3.3350085682626216,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
523,Fantom,the-granary,3669986.20417,12317824.861270001,2022-03-06,8906222782.551674,8839984493.098024,2022-03-01,2022Q1,11738761494.226648,32.30033435533891,4884712105.945583,13.84517217336593,27.948229388407736,25.0,25.0,8000000000.0,30.0,30.0,1,1,1.2048192771084338,3.5714285714285716
740,Polygon,gotchivault,3743603.33792,10258682.52585,2022-02-13,4923710922.617522,5082514835.858037,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,15.149039531512706,15.0,15.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.7543859649122806
782,Polygon,metavault.trade,3744198.96233,3744198.96233,2022-06-02,2480230308.705626,2588864205.9114165,2022-06-01,2022Q2,2480230308.705626,18.656270054907527,4482229770.711526,13.92425473511868,18.841375186945903,15.0,15.0,2000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
823,Polygon,tetu,3800824.38863,24197113.4543,2021-08-04,6224354105.649534,6472672992.522439,2021-08-01,2021Q3,6514933985.181124,76.71397817396316,5847981753.75959,84.98028746145081,76.74835686968629,75.0,50.0,6000000000.0,75.0,30.0,1,1,0.6622516556291391,8.333333333333334
757,Polygon,hundred-finance,3822724.5984700006,10461405.1043,2022-03-25,4204033090.726661,4048963225.8456798,2022-03-01,2022Q1,3992708404.0964923,10.986322236729679,5507295577.612607,15.609815650927278,13.149874298795385,10.0,10.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
684,Polygon,impermax-finance,3849737.74148,20658019.76901,2021-05-31,6340616274.964556,5975258359.404955,2021-05-01,2021Q2,1572934090.207597,45.59825174439413,116455681.9686776,22.24468597952263,82.48546983348722,80.0,50.0,6000000000.0,45.0,30.0,1,1,0.6622516556291391,7.142857142857143
199,Avalanche,iron-bank,3868988.46073,121431584.29293999,2022-01-22,8920782037.712282,9905223048.347109,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,26.714014478950475,25.0,25.0,8000000000.0,30.0,30.0,1,1,1.0204081632653061,3.5714285714285716
110,Avalanche,insurace,3886791.50682,14001463.134640003,2021-10-05,4183481785.5023465,3931338393.697498,2021-10-01,2021Q4,4061299510.651592,18.053727231106283,3823265970.3443656,17.618967859996502,17.366839793673226,15.0,15.0,4000000000.0,15.0,15.0,1,1,1.0204081632653061,1.7543859649122806
179,Avalanche,dforce,4004002.002,4020002.01,2022-06-17,2573473080.5961723,2706055760.919005,2022-06-01,2022Q2,3966290126.958055,29.834398630206167,11036804006.080185,34.286343695817095,28.98638496486833,25.0,25.0,2000000000.0,25.0,25.0,1,1,1.0204081632653061,3.5714285714285716
935,Solana,ratio-finance,4060719.03112,4174280.12255,2022-06-19,2376221308.1555777,2469791211.5294847,2022-06-01,2022Q2,3790095243.163679,28.509062300421366,7761978053.720177,24.112944939733303,27.938197765540995,25.0,25.0,2000000000.0,25.0,25.0,1,1,1.9607843137254901,3.5714285714285716
610,Optimism,wepiggy,4112346.33807,4560731.4759,2021-11-16,326703214.3591488,334216600.30095226,2021-11-01,2021Q4,297984790.89679676,0.8698090723202396,135762266.7106851,0.6256407564447799,0.8782453122563377,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
942,Solana,socean,4135660.05757,154018759.24538,2021-09-28,8641052489.168015,8819511720.503363,2021-09-01,2021Q3,3744929735.5798974,29.12500829904395,631693187.6212717,9.17948634791563,46.10715802635266,45.0,45.0,8000000000.0,25.0,25.0,1,1,1.9607843137254901,14.285714285714286
797,Polygon,tokensfarm,4173567.88931,4692709.84268,2022-04-20,4097004713.2322845,3984979356.198823,2022-04-01,2022Q2,4633188148.45559,13.930247011047433,4482229770.711526,13.92425473511868,13.395200594525209,10.0,10.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
885,Polygon,yogi-finance,4178250.15199,5437064.4987,2021-05-21,5157261361.176053,4709377846.7401495,2021-05-01,2021Q2,1572934090.207597,45.59825174439413,116455681.9686776,22.24468597952263,75.03264936894799,75.0,50.0,5000000000.0,45.0,30.0,1,1,0.6622516556291391,8.333333333333334
624,Polygon,adamant-finance,4236815.9387,470770970.90596,2021-07-08,6532932101.909119,6225162232.076932,2021-07-01,2021Q3,5866009124.188425,81.43313161773001,5847981753.75959,84.98028746145081,80.54513263691196,80.0,50.0,6000000000.0,80.0,30.0,1,1,0.6622516556291391,7.142857142857143
91,Arbitrum,sperax-usd,4339464.5148,23397585.38761,2021-12-24,1940189942.3607745,1880040448.1572945,2021-12-01,2021Q4,2043142467.7529128,5.008582138057935,1073899895.9495308,4.948912238476607,5.279254309899021,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
39,Arbitrum,dodo,4359660.15101,56434977.10388,2021-09-13,1824558220.0741527,1627472116.764605,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,7.265186875665168,5.0,5.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,1.5625
212,Avalanche,hubble-exchange,4429609.87835,4744985.42791,2022-08-08,2677569089.857192,2658185227.0653296,2022-08-01,2022Q3,2751253821.400562,28.4010761064046,2677377544.84711,31.01483999440786,26.673218305569662,25.0,25.0,2000000000.0,25.0,25.0,1,1,1.0204081632653061,3.5714285714285716
547,Optimism,arrakis-finance,4477818.70897,17643632.99608,2022-01-20,304062016.641404,294990431.807397,2022-01-01,2022Q1,353966249.2482483,0.9731463784753455,351495447.97224087,0.9962746810414121,0.8318470637220243,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
765,Polygon,insurace,4481092.34986,16218402.8975,2021-09-08,5078095411.159097,5550227933.224067,2021-09-01,2021Q3,5776727404.292301,44.92667298743726,5847981753.75959,84.98028746145081,37.27412159784943,35.0,35.0,5000000000.0,40.0,30.0,1,1,0.6622516556291391,4.166666666666667
44,Arbitrum,dforce,4692349.67326,164568812.75831,2021-09-18,740703399.167159,415583670.2421515,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,2.199406727934747,0.0,0.0,0.0,0.0,0.0,1,1,1.6129032258064515,1.3888888888888888
379,Fantom,hundred-finance,4702919.23848,191273262.55937,2021-11-07,5227956027.205006,5003538475.777234,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,13.712623525867182,10.0,10.0,5000000000.0,10.0,10.0,1,1,1.2048192771084338,1.2195121951219512
918,Solana,jet,4779351.23492,38164335.13694,2021-10-07,10426112313.499477,10769593850.701616,2021-10-01,2021Q4,11055273735.71757,49.14409685037892,10773600401.277042,49.64857812114191,46.7591790111506,45.0,45.0,10000000000.0,45.0,30.0,1,1,1.9607843137254901,14.285714285714286
702,Polygon,dfx-finance,4800885.76329,10683005.0289,2022-01-18,5400972788.753209,5543164843.3253145,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.203863917006355,15.0,15.0,5000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
554,Optimism,cbridge,5079512.81943,38013059.81995,2021-11-07,324729524.1431486,326272563.49695754,2021-11-01,2021Q4,297984790.89679676,0.8698090723202396,135762266.7106851,0.6256407564447799,0.8941777607412897,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
912,Solana,kamino,5174390.88545,5583147.91747,2022-09-05,2173968010.977348,2159339908.774272,2022-09-01,2022Q3,2194539899.95366,24.02987996930911,2414161349.5912986,27.96573390344676,23.82967076546628,20.0,20.0,2000000000.0,20.0,20.0,1,1,1.9607843137254901,1.5151515151515151
614,Polygon,0vix,5364735.02927,5981029.19841,2022-04-05,4655371748.202049,4660751315.064462,2022-04-01,2022Q2,4633188148.45559,13.930247011047433,4482229770.711526,13.92425473511868,14.011540715036327,10.0,10.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
936,Solana,renvm,5454436.72193,267356463.11727,2021-09-13,11672480302.640482,12198985784.639214,2021-09-01,2021Q3,3744929735.5798974,29.12500829904395,631693187.6212717,9.17948634791563,54.457406984752524,50.0,50.0,11000000000.0,25.0,25.0,1,1,1.9607843137254901,25.0
950,Solana,synthetify,5751638.87753,49362490.37081,2021-10-29,12610320857.96681,12182083380.268513,2021-10-01,2021Q4,11055273735.71757,49.14409685037892,10773600401.277042,49.64857812114191,37.12588476389326,35.0,35.0,12000000000.0,45.0,30.0,1,1,1.9607843137254901,4.166666666666667
436,Fantom,giza-dao,5814204.6159,5957640.83788,2021-12-10,3837580093.983797,3980880934.16157,2021-12-01,2021Q4,4656630015.342423,11.415314539489612,1509482689.809377,6.9562324994556946,10.937720253789541,10.0,10.0,3000000000.0,10.0,10.0,1,1,1.2048192771084338,1.2195121951219512
512,Fantom,stader,5901498.20571,6005273.28207,2022-06-07,1583560554.2188396,1585376527.1467102,2022-06-01,2022Q2,1634309736.4769545,12.293263125629208,6626844273.719033,20.58659918779185,12.256037903033718,10.0,10.0,1000000000.0,10.0,10.0,1,1,1.2048192771084338,1.2195121951219512
88,Arbitrum,saddle-finance,5921629.26153,28314704.53734,2022-02-03,1747322842.0370553,1706195631.0772665,2022-02-01,2022Q1,1706195631.0772665,5.092917838989182,1782578913.4949436,5.052521302106808,5.092917838989182,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
555,Optimism,rubicon,5966304.125820001,7975435.4454,2021-11-07,324729524.1431486,326272563.49695754,2021-11-01,2021Q4,297984790.89679676,0.8698090723202396,135762266.7106851,0.6256407564447799,0.8941777607412897,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
65,Arbitrum,jones-dao,6160999.45371,12889496.70368,2022-02-19,1619586896.0499344,1638421374.1631818,2022-02-01,2022Q1,1706195631.0772665,5.092917838989182,1782578913.4949436,5.052521302106808,5.015256121258262,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
710,Polygon,dystopia,6240260.27371,28291363.02068,2022-05-11,3595434467.5796323,3563700627.7891808,2022-05-01,2022Q2,3557826994.9317746,14.245139468266762,4482229770.711526,13.92425473511868,16.901932445169678,15.0,15.0,3000000000.0,10.0,10.0,1,1,0.6622516556291391,1.7543859649122806
768,Polygon,pooltogether,6478523.67326,28944569.27281,2021-06-14,9639237298.87355,7429467847.1010275,2021-06-01,2021Q2,6823658196.370378,83.25210799867706,116455681.9686776,22.24468597952263,88.22441291868186,85.0,50.0,9000000000.0,80.0,30.0,1,1,0.6622516556291391,20.0
762,Polygon,proxy,6523136.29707,12326028.77888,2022-01-12,5387029394.516494,5133486824.882656,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.832848990249653,15.0,15.0,5000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
623,Polygon,aavegotchi,6568239.03194,16345786.11435,2021-10-15,4465616039.76378,4374462678.421428,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,14.86831408780202,10.0,10.0,4000000000.0,20.0,20.0,1,1,0.6622516556291391,1.2195121951219512
183,Avalanche,echidna-finance,6577713.00023,143737320.16889,2022-02-28,10130596291.029745,10373234177.70062,2022-02-01,2022Q1,9189638395.603996,27.43066062669577,11532621710.127325,32.68793118690901,30.10673576003729,30.0,30.0,10000000000.0,25.0,25.0,1,1,1.0204081632653061,2.0408163265306123
826,Polygon,polymarket,6654333.90736,10031070.51534,2021-10-26,4801988032.270576,4686486654.552232,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,14.381462731122433,10.0,10.0,4000000000.0,20.0,20.0,1,1,0.6622516556291391,1.2195121951219512
769,Polygon,jarvis-network,6657754.02139,11311555.36405,2021-08-31,5446226957.144748,5525357238.989997,2021-08-01,2021Q3,6514933985.181124,76.71397817396316,5847981753.75959,84.98028746145081,47.39380265362749,45.0,45.0,5000000000.0,75.0,30.0,1,1,0.6622516556291391,14.285714285714286
907,Solana,frakt,6757461.9955,6757461.9955,2022-08-20,2308971368.940103,2415896864.3419013,2022-08-01,2022Q3,2705175330.479331,27.925409805701033,2414161349.5912986,27.96573390344676,24.266200074127017,20.0,20.0,2000000000.0,25.0,25.0,1,1,1.9607843137254901,1.5151515151515151
760,Polygon,idex,6766965.67989,29141130.23201,2022-01-12,5387029394.516494,5133486824.882656,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.832848990249653,15.0,15.0,5000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
602,Optimism,synapse,6850968.333139999,62445609.56603,2021-11-20,346049813.4476384,307967212.23539376,2021-11-01,2021Q4,297984790.89679676,0.8698090723202396,135762266.7106851,0.6256407564447799,0.8539641545067638,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
520,Fantom,synapse,7039375.73814,487766264.57643,2021-10-13,5041801609.821701,5509506196.617604,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,19.987110161843873,15.0,15.0,5000000000.0,5.0,5.0,1,1,1.2048192771084338,1.7543859649122806
161,Avalanche,cbridge,7040496.69078,110198036.93039,2021-11-07,9188433662.960552,8924299112.28644,2021-11-01,2021Q4,8641234025.30953,25.22351469226401,3823265970.3443656,17.618967859996502,24.457802123727088,20.0,20.0,9000000000.0,25.0,25.0,1,1,1.0204081632653061,1.5151515151515151
363,Fantom,yoshi-exchange,7270742.94155,83789274.34493,2021-11-19,4270250553.209424,4698237455.19076,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,12.749227531355983,10.0,10.0,4000000000.0,10.0,10.0,1,1,1.2048192771084338,1.2195121951219512
30,Arbitrum,cap,7455797.50486,7455797.50486,2021-09-29,972754724.5880651,970887901.3848975,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,5.172097033243216,5.0,5.0,0.0,0.0,0.0,1,1,1.6129032258064515,1.5625
790,Polygon,mstable,7472698.24523,28391703.26856,2021-06-16,8306663802.154415,10328320521.013641,2021-06-01,2021Q2,6823658196.370378,83.25210799867706,116455681.9686776,22.24468597952263,90.65139243576144,90.0,50.0,8000000000.0,80.0,30.0,1,1,0.6622516556291391,100.0
326,Fantom,0xdao,7486309.66982,4333800940.01676,2022-01-21,10441921285.819208,8284246278.750411,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,23.210694897962732,20.0,20.0,10000000000.0,10.0,10.0,1,1,1.2048192771084338,1.5151515151515151
924,Solana,maple,7499604.82702,77428215.41908,2022-07-05,2547813984.288463,2480555631.596938,2022-07-01,2022Q3,2362582138.3003216,27.757637075684986,2414161349.5912986,27.96573390344676,29.268017382644317,25.0,25.0,2000000000.0,25.0,25.0,1,1,1.9607843137254901,3.5714285714285716
345,Fantom,alpaca-finance,7555465.64378,40155904.21969,2022-02-18,7955447573.9440565,8360918997.856141,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,24.505129555949495,20.0,20.0,7000000000.0,25.0,25.0,1,1,1.2048192771084338,1.5151515151515151
69,Arbitrum,mcdex,7576190.17965,9438397.7044,2021-09-08,50504851.18411745,43235528.85159142,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,0.2903603922488648,0.0,0.0,0.0,0.0,0.0,1,1,1.6129032258064515,1.3888888888888888
210,Avalanche,hashflow,7878911.524210001,8927359.98614,2022-02-22,10242368343.806091,10521855121.542181,2022-02-01,2022Q1,9189638395.603996,27.43066062669577,11532621710.127325,32.68793118690901,33.42892495036887,30.0,30.0,10000000000.0,25.0,25.0,1,1,1.0204081632653061,2.0408163265306123
893,Solana,apricot-finance,8126448.074590001,350099501.28113,2021-11-04,14759779757.128439,13157252704.725187,2021-11-01,2021Q4,12490514487.017164,36.459454142133204,10773600401.277042,49.64857812114191,37.47572371118315,35.0,35.0,14000000000.0,35.0,30.0,1,1,1.9607843137254901,4.166666666666667
40,Arbitrum,renvm,8153569.0887,34432186.11709,2021-09-13,1824558220.0741527,1627472116.764605,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,7.265186875665168,5.0,5.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,1.5625
599,Optimism,sonne-finance,8276691.460559999,8276691.460559999,2022-10-02,1019641293.5741,1018905178.0445983,2022-10-01,2022Q4,1019641293.5741,12.67711743162059,1018905178.0445983,12.624877523829692,12.624877523829692,10.0,10.0,1000000000.0,10.0,10.0,1,1,2.0,1.2195121951219512
150,Avalanche,blizz-finance,8289960.86881,1299896382.96632,2021-11-08,10210497409.826477,9188433662.960552,2021-11-01,2021Q4,8641234025.30953,25.22351469226401,3823265970.3443656,17.618967859996502,24.57136860743974,20.0,20.0,10000000000.0,25.0,25.0,1,1,1.0204081632653061,1.5151515151515151
666,Polygon,cbridge,8302372.035290001,44440248.91206001,2021-11-07,5057029309.598249,5112132607.517339,2021-11-01,2021Q4,5055038415.657716,14.75551239254096,4383704677.116872,20.201668524484514,14.010234996805087,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
292,Avalanche,sushiswap,8712039.9572,257358630.18184,2021-06-15,218387660.44603884,212781193.79197347,2021-06-01,2021Q2,232203412.52981377,2.832999986411415,189166868.63427812,36.13355329137925,1.9939550290581205,0.0,0.0,0.0,0.0,0.0,1,1,1.0204081632653061,1.3888888888888888
921,Solana,katana,9095517.20288,43724823.79544,2022-01-05,11431851584.698263,11298831556.091501,2022-01-01,2022Q1,11532578833.656027,31.706094437785794,11222273937.146017,31.80828500564955,30.66697589581697,30.0,30.0,11000000000.0,30.0,30.0,1,1,1.9607843137254901,2.0408163265306123
152,Avalanche,snowbank,9143241.63787,68674707.43379,2021-11-08,10210497409.826477,9188433662.960552,2021-11-01,2021Q4,8641234025.30953,25.22351469226401,3823265970.3443656,17.618967859996502,24.57136860743974,20.0,20.0,10000000000.0,25.0,25.0,1,1,1.0204081632653061,1.5151515151515151
487,Fantom,reaper-farm,9369429.4534,285904069.88998,2021-07-08,273277767.55158895,263623581.18663538,2021-07-01,2021Q3,226911975.09606743,3.1500381848099543,195893208.77219772,2.8466335727715273,3.410930594464364,0.0,0.0,0.0,0.0,0.0,1,1,1.2048192771084338,1.3888888888888888
952,Solana,zeta,9586119.64797,15631414.92469,2022-06-05,3731192715.9955797,3722057229.681843,2022-06-01,2022Q2,3790095243.163679,28.509062300421366,7761978053.720177,24.112944939733303,28.715841462665693,25.0,25.0,3000000000.0,25.0,25.0,1,1,1.9607843137254901,3.5714285714285716
573,Optimism,iron-bank,9722886.25134,14335033.72117,2022-08-18,1092531312.8422432,1098617673.8456833,2022-08-01,2022Q3,590676235.4508198,6.097525639689374,276670114.919425,3.2049567913853583,10.500467084046775,10.0,10.0,1000000000.0,5.0,5.0,1,1,2.0,1.2195121951219512
589,Optimism,pika-protocol,9920578.12563,10119858.11559,2021-11-26,363786668.7932373,358960180.90756464,2021-11-01,2021Q4,297984790.89679676,0.8698090723202396,135762266.7106851,0.6256407564447799,0.9033070978631503,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
776,Polygon,kyberswap,10072679.97826,145528300.42243,2021-07-07,6225162232.076932,6076401488.728501,2021-07-01,2021Q3,5866009124.188425,81.43313161773001,5847981753.75959,84.98028746145081,80.48806600078753,80.0,50.0,6000000000.0,80.0,30.0,1,1,0.6622516556291391,7.142857142857143
818,Polygon,pnetwork,10100009.38814,11205049.84014,2021-09-15,4808483663.814103,4709804593.229021,2021-09-01,2021Q3,5776727404.292301,44.92667298743726,5847981753.75959,84.98028746145081,21.95856692246006,20.0,20.0,4000000000.0,40.0,30.0,1,1,0.6622516556291391,1.5151515151515151
550,Optimism,beethoven-x,10112018.46495,10112018.46495,2022-06-09,358076209.90405554,365961023.5271237,2022-06-01,2022Q2,334961129.0918357,2.519574597689398,444747020.7869489,1.381627254048499,2.8012805456780407,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
746,Polygon,stakedao,10216453.08483,24983033.09182,2021-08-01,6530295891.78739,6437921576.751157,2021-07-01,2021Q3,5866009124.188425,81.43313161773001,5847981753.75959,84.98028746145081,76.53870788348577,75.0,50.0,6000000000.0,80.0,30.0,1,1,0.6622516556291391,8.333333333333334
932,Solana,port-finance,10306471.59454,264409437.40768,2021-08-20,2532343190.541922,2348431541.44103,2021-08-01,2021Q3,1397409603.4735997,16.454633318587632,631693187.6212717,9.17948634791563,25.207894741963198,25.0,25.0,2000000000.0,15.0,15.0,1,1,1.9607843137254901,3.5714285714285716
33,Arbitrum,cbridge,10927640.58725,31205435.15273,2021-11-07,2648757051.7390075,2715013681.089023,2021-11-01,2021Q4,2644384769.8212895,7.718883425472006,1073899895.9495308,4.948912238476607,7.440726329294272,5.0,5.0,2000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
914,Solana,hedge,11062304.37204,13288320.30839,2022-07-21,2719032163.736681,2801615770.5567718,2022-07-01,2022Q3,2362582138.3003216,27.757637075684986,2414161349.5912986,27.96573390344676,28.97398416548864,25.0,25.0,2000000000.0,25.0,25.0,1,1,1.9607843137254901,3.5714285714285716
249,Avalanche,nereus-finance,11429790.62013,32414877.24842,2022-02-25,10252375127.547287,10359008372.695621,2022-02-01,2022Q1,9189638395.603996,27.43066062669577,11532621710.127325,32.68793118690901,34.315194363270066,30.0,30.0,10000000000.0,25.0,25.0,1,1,1.0204081632653061,2.0408163265306123
664,Polygon,madmex,11447220.80924,21780909.06905,2022-09-06,1960041411.3698735,1988488230.13894,2022-09-01,2022Q3,2031969337.933902,22.24975690480689,1656330111.5348358,19.186988957176066,21.91752624522911,20.0,20.0,1000000000.0,20.0,20.0,1,1,0.6622516556291391,1.5151515151515151
496,Fantom,scream,11692914.51438,1097962194.55767,2021-07-17,257673276.2474919,261013058.96098855,2021-07-01,2021Q3,226911975.09606743,3.1500381848099543,195893208.77219772,2.8466335727715273,3.874588693437808,0.0,0.0,0.0,0.0,0.0,1,1,1.2048192771084338,1.3888888888888888
667,Polygon,clearpool,11723664.694,11723664.694,2022-07-28,1892252240.4098034,2781649083.73363,2022-07-01,2022Q3,1647509574.640228,19.356352572985745,1656330111.5348358,19.186988957176066,27.331810947729345,25.0,25.0,1000000000.0,15.0,15.0,1,1,0.6622516556291391,3.5714285714285716
402,Fantom,deus-finance,11734684.79285,61548589.68319,2022-01-27,10193275947.44868,10402857302.552654,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,31.845852207306674,30.0,30.0,10000000000.0,10.0,10.0,1,1,1.2048192771084338,2.0408163265306123
16,Arbitrum,balancer,12009528.09668,151894916.82651,2021-09-01,14074828.660232319,13558753.38712579,2021-08-01,2021Q3,13986446.814417878,0.164691764811907,13986446.814417878,0.20324486650277374,0.11598534759651143,0.0,0.0,0.0,0.0,0.0,1,1,1.6129032258064515,1.3888888888888888
269,Avalanche,portal,12454933.23,102760422.02,2022-03-13,10622686329.56554,10644702079.050613,2022-03-01,2022Q1,11135487371.69958,30.64036742653372,11532621710.127325,32.68793118690901,36.535899762850846,35.0,35.0,10000000000.0,30.0,30.0,1,1,1.0204081632653061,4.166666666666667
505,Fantom,tomb-swap,12825116.15109,217581434.13346,2022-02-14,7977980010.059534,8063690888.550588,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,24.212597278898016,20.0,20.0,7000000000.0,25.0,25.0,1,1,1.2048192771084338,1.5151515151515151
337,Fantom,qidao,13058570.08482,223437267.95041,2021-10-16,5020482899.444063,5009108528.056277,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,16.977191189140857,15.0,15.0,5000000000.0,5.0,5.0,1,1,1.2048192771084338,1.7543859649122806
177,Avalanche,defrost,13657079.75752,95973801.39958,2021-11-22,12908825951.786701,12705604377.091505,2021-11-01,2021Q4,8641234025.30953,25.22351469226401,3823265970.3443656,17.618967859996502,32.12966576508701,30.0,30.0,12000000000.0,25.0,25.0,1,1,1.0204081632653061,2.0408163265306123
521,Fantom,tarot,13698569.14945,266731550.40251,2021-07-27,306613336.64816123,298550490.85958993,2021-07-01,2021Q3,226911975.09606743,3.1500381848099543,195893208.77219772,2.8466335727715273,3.8293211656774186,0.0,0.0,0.0,0.0,0.0,1,1,1.2048192771084338,1.3888888888888888
232,Avalanche,kyberswap,13925690.96731,66549551.564229995,2021-09-18,2889580949.855679,2817835573.3102984,2021-09-01,2021Q3,2275609310.9210134,17.697832735356588,192014292.6749633,2.7902668775830692,14.912921180327773,10.0,10.0,2000000000.0,15.0,15.0,1,1,1.0204081632653061,1.2195121951219512
863,Polygon,synapse,14004657.45773,79971946.02682,2021-08-17,6275625542.459878,6505869020.244623,2021-08-01,2021Q3,6514933985.181124,76.71397817396316,5847981753.75959,84.98028746145081,70.57486571700919,70.0,50.0,6000000000.0,75.0,30.0,1,1,0.6622516556291391,50.0
637,Polygon,apeswap-amm,14466244.82487,89842976.04241,2021-07-12,5883948797.827232,6164470849.016309,2021-07-01,2021Q3,5866009124.188425,81.43313161773001,5847981753.75959,84.98028746145081,81.06938453622728,80.0,50.0,5000000000.0,80.0,30.0,1,1,0.6622516556291391,7.142857142857143
785,Polygon,mm-finance-polygon,14585198.11431,531712889.89967,2022-08-12,1893366268.4224806,1908349861.690204,2022-08-01,2022Q3,1903354267.4591086,19.648245097225356,1656330111.5348358,19.186988957176066,18.70338427786264,15.0,15.0,1000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
951,Solana,uxd,15014999.41762,41854332.47476,2022-02-12,7918498374.404005,8320276635.70602,2022-02-01,2022Q1,8619282853.036497,25.728174777828407,11222273937.146017,31.80828500564955,23.90623735960758,20.0,20.0,7000000000.0,25.0,25.0,1,1,1.9607843137254901,1.5151515151515151
454,Fantom,liquid-driver,15111446.913710002,245095351.22856003,2021-06-12,119602074.85191609,125534735.04100357,2021-06-01,2021Q2,156190200.75680667,1.9056000590207358,1824070.7554567214,0.34842336993465756,1.5206274611555923,0.0,0.0,0.0,0.0,0.0,1,1,1.2048192771084338,1.3888888888888888
830,Polygon,portal,16709205.05,55134320.96,2022-03-13,3299705922.91289,3351570458.162349,2022-03-01,2022Q1,3992708404.0964923,10.986322236729679,5507295577.612607,15.609815650927278,11.503623248277234,10.0,10.0,3000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
509,Fantom,spiritswap-amm,16745258.57618,373029262.63872,2021-05-09,258184533.56636584,281653446.55610716,2021-05-01,2021Q2,57440348.91093661,1.6651552701620456,1824070.7554567214,0.34842336993465756,6.288451530670165,5.0,5.0,0.0,0.0,0.0,1,1,1.2048192771084338,1.5625
