,chain,protocol,current_usd_tvl,max_usd_tvl,launch_date,totalLiquidityUSD,last_day_tvl,month,quarter,start_of_month_tvl,monthly_tvl_share,start_of_quarter_tvl,quarterly_tvl_share,chains_tvl_share,chains_tvl_share_floor,chains_tvl_share_floor_sort,monthly_tvl_floor,monthly_tvl_share_floor,monthly_tvl_share_floor_sort,num_protocols_threshold,num_protocols,num_protocols_threshold_pct_chain,num_protocols_threshold_pct_share
885,Fantom,solidex,3460686.22816,2265279792.31406,2022-02-23,7259637941.321033,7173221174.062433,2022-02-01,2022Q1,8661703632.385084,18.965533264821754,4884712105.945583,9.533974468814513,17.025116378723606,15.0,15.0,7000000000.0,15.0,15.0,1,1,1.2048192771084338,1.4492753623188406
61,Arbitrum,hop-protocol,3474534.5818,27057725.282949995,2021-09-19,809702703.0099552,740703399.167159,2021-09-01,2021Q3,23486759.719096858,0.06966560151051868,13986446.814417878,0.06765548215869907,1.873680581094165,0.0,0.0,0.0,0.0,0.0,1,1,1.6129032258064515,0.625
1255,Polygon,unicrypt,3480603.3087900006,7488629.74385,2022-05-17,2764508337.5697775,2889178966.1021748,2022-05-01,2022Q2,3557826994.9317746,9.505403629803064,4482229770.711526,9.722449914994712,11.53815082516594,10.0,10.0,2000000000.0,5.0,5.0,1,1,0.6622516556291391,1.2820512820512822
286,Avalanche,stakedao,3509564.1702599996,124425201.65494,2021-10-25,8122370604.7405,8038093038.671993,2021-10-01,2021Q4,4061299510.651592,10.043532100018481,3823265970.3443656,9.720889718801896,15.052881461357481,15.0,15.0,8000000000.0,10.0,10.0,1,1,1.0204081632653061,1.4492753623188406
1128,Polygon,guard-helmet,3563981.43115,5668439.160919999,2021-08-01,6530295891.78739,6437921576.751157,2021-07-01,2021Q3,5866009124.188425,27.810638338612726,5847981753.75959,28.2879583682417,26.362523647555797,25.0,25.0,6000000000.0,25.0,25.0,1,1,0.6622516556291391,1.3888888888888888
990,Optimism,toros,3572189.32129,3686530.94193,2022-07-05,296794715.4424841,282652363.40653235,2022-07-01,2022Q3,276326438.2090587,1.8811887029364587,276670114.919425,1.8716965252533098,1.9083567291114922,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
679,Binance,ten-finance,3585724.25346,38200383.20499,2021-05-15,29822713877.698406,30903968379.649323,2021-05-01,2021Q2,29892159882.953514,89.61975537236705,7620366223.82248,93.57157452410992,85.49531633483892,85.0,50.0,29000000000.0,85.0,30.0,1,1,0.4672897196261682,33.333333333333336
906,Fantom,the-granary,3669986.20417,12317824.861270001,2022-03-06,8906222782.551674,8839984493.098024,2022-03-01,2022Q1,11738761494.226648,24.124617518052553,4884712105.945583,9.533974468814513,20.42686585825052,20.0,20.0,8000000000.0,20.0,20.0,1,1,1.2048192771084338,1.6129032258064515
356,Binance,annex,3675471.9621,56995960.27149,2021-09-01,20518668069.379364,19997769956.415936,2021-08-01,2021Q3,15764430772.525055,64.88490762533219,13765337983.589483,66.58593070236918,63.0243736945585,60.0,50.0,20000000000.0,60.0,30.0,1,1,0.4672897196261682,4.545454545454546
1123,Polygon,gotchivault,3743603.33792,10258682.52585,2022-02-13,4923710922.617522,5082514835.858037,2022-02-01,2022Q1,4994541603.967293,10.935971600138284,5507295577.612607,10.749132045113532,10.93546709907476,10.0,10.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
1165,Polygon,metavault.trade,3744198.96233,3744198.96233,2022-06-02,2480230308.705626,2588864205.9114165,2022-06-01,2022Q2,2480230308.705626,11.26856749743525,4482229770.711526,9.722449914994712,11.300477910332477,10.0,10.0,2000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
374,Binance,horizon-protocol,3756827.5563,10410169.64071,2021-11-13,20533210392.665638,20491864681.15285,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,35.18949465133204,35.0,35.0,20000000000.0,35.0,30.0,1,1,0.4672897196261682,2.9411764705882355
1206,Polygon,tetu,3800824.38863,24197113.4543,2021-08-04,6224354105.649534,6472672992.522439,2021-08-01,2021Q3,6514933985.181124,26.81485274751253,5847981753.75959,28.2879583682417,27.49611567759796,25.0,25.0,6000000000.0,25.0,25.0,1,1,0.6622516556291391,1.3888888888888888
1140,Polygon,hundred-finance,3822724.5984700006,10461405.1043,2022-03-25,4204033090.726661,4048963225.8456798,2022-03-01,2022Q1,3992708404.0964923,8.205513261114913,5507295577.612607,10.749132045113532,9.25190153362243,5.0,5.0,4000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
1353,xDai,gardens-dao,3829137.30356,4856814.67387,2022-06-23,182207745.16650617,178591050.54492912,2022-06-01,2022Q2,197355429.50651985,0.8966558349737092,246030384.32864082,0.5336669942340756,1.1890321009266216,0.0,0.0,0.0,0.0,0.0,1,1,5.882352941176471,0.625
1067,Polygon,impermax-finance,3849737.74148,20658019.76901,2021-05-31,6340616274.964556,5975258359.404955,2021-05-01,2021Q2,1572934090.207597,4.7158174228035525,116455681.9686776,1.4299760935403056,29.165292309245398,25.0,25.0,6000000000.0,0.0,0.0,1,1,0.6622516556291391,1.3888888888888888
199,Avalanche,iron-bank,3868988.46073,121431584.29293999,2022-01-22,8920782037.712282,9905223048.347109,2022-01-01,2022Q1,11779556274.237226,22.36357910125342,11532621710.127325,22.509355425270332,19.620508603371714,15.0,15.0,8000000000.0,20.0,20.0,1,1,1.0204081632653061,1.4492753623188406
110,Avalanche,insurace,3886791.50682,14001463.134640003,2021-10-05,4183481785.5023465,3931338393.697498,2021-10-01,2021Q4,4061299510.651592,10.043532100018481,3823265970.3443656,9.720889718801896,9.636673146668564,5.0,5.0,4000000000.0,10.0,10.0,1,1,1.0204081632653061,0.9900990099009901
455,Binance,cream-finance,3887303.34852,566748889.99629,2021-05-31,13991210882.413774,13233053417.520351,2021-05-01,2021Q2,29892159882.953514,89.61975537236705,7620366223.82248,93.57157452410992,64.59065831996497,60.0,50.0,13000000000.0,85.0,30.0,1,1,0.4672897196261682,4.545454545454546
179,Avalanche,dforce,4004002.002,4020002.01,2022-06-17,2573473080.5961723,2706055760.919005,2022-06-01,2022Q2,3966290126.958055,18.02026523632107,11036804006.080185,23.94004316152976,17.03647882598765,15.0,15.0,2000000000.0,15.0,15.0,1,1,1.0204081632653061,1.4492753623188406
1318,Solana,ratio-finance,4060719.03112,4174280.12255,2022-06-19,2376221308.1555777,2469791211.5294847,2022-06-01,2022Q2,3790095243.163679,17.219749278681697,7761978053.720177,16.8365850768518,16.392363805749714,15.0,15.0,2000000000.0,15.0,15.0,1,1,1.9607843137254901,1.4492753623188406
993,Optimism,wepiggy,4112346.33807,4560731.4759,2021-11-16,326703214.3591488,334216600.30095226,2021-11-01,2021Q4,297984790.89679676,0.5496522108507853,135762266.7106851,0.3451839429706927,0.5680725815465274,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
1325,Solana,socean,4135660.05757,154018759.24538,2021-09-28,8641052489.168015,8819511720.503363,2021-09-01,2021Q3,3744929735.5798974,11.108079009795114,631693187.6212717,3.0556372002091976,24.321031079836704,20.0,20.0,8000000000.0,10.0,10.0,1,1,1.9607843137254901,1.6129032258064515
1180,Polygon,tokensfarm,4173567.88931,4692709.84268,2022-04-20,4097004713.2322845,3984979356.198823,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.251332504369701,5.0,5.0,4000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
1268,Polygon,yogi-finance,4178250.15199,5437064.4987,2021-05-21,5157261361.176053,4709377846.7401495,2021-05-01,2021Q2,1572934090.207597,4.7158174228035525,116455681.9686776,1.4299760935403056,21.27971058617417,20.0,20.0,5000000000.0,0.0,0.0,1,1,0.6622516556291391,1.6129032258064515
542,Binance,kalata,4183049.84212,28445331.5778,2021-10-20,20226742960.06144,19842215198.150417,2021-10-01,2021Q4,17891639762.630096,44.245753805316426,17580962616.15021,44.70068262778529,39.79730322466607,35.0,35.0,20000000000.0,40.0,30.0,1,1,0.4672897196261682,2.9411764705882355
1007,Polygon,adamant-finance,4236815.9387,470770970.90596,2021-07-08,6532932101.909119,6225162232.076932,2021-07-01,2021Q3,5866009124.188425,27.810638338612726,5847981753.75959,28.2879583682417,27.42115308475299,25.0,25.0,6000000000.0,25.0,25.0,1,1,0.6622516556291391,1.3888888888888888
431,Binance,jetfuel-finance,4270891.98214,55980275.86529,2021-07-14,14714307157.094452,14819768471.272781,2021-07-01,2021Q3,13863529434.987942,65.72673090864035,13765337983.589483,66.58593070236918,67.84597507124236,65.0,50.0,14000000000.0,65.0,30.0,1,1,0.4672897196261682,5.0
560,Binance,pacoca,4288331.18714,55107538.25,2021-11-26,18587646484.674652,18688023845.076096,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,31.914072801594216,30.0,30.0,18000000000.0,35.0,30.0,1,1,0.4672897196261682,2.272727272727273
91,Arbitrum,sperax-usd,4339464.5148,23397585.38761,2021-12-24,1940189942.3607745,1880040448.1572945,2021-12-01,2021Q4,2043142467.7529128,3.403051881436315,1073899895.9495308,2.730456771391697,3.5963845575598765,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
39,Arbitrum,dodo,4359660.15101,56434977.10388,2021-09-13,1824558220.0741527,1627472116.764605,2021-09-01,2021Q3,23486759.719096858,0.06966560151051868,13986446.814417878,0.06765548215869907,3.9726692161716315,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
513,Binance,titano-swych,4411624.97592,4563113.0841,2022-09-20,6348259882.700304,6274582492.568688,2022-09-01,2022Q3,6444165832.398492,40.78856452483413,5960947850.685903,40.32631201456031,43.6441494604175,40.0,40.0,6000000000.0,40.0,30.0,1,1,0.4672897196261682,2.6315789473684212
212,Avalanche,hubble-exchange,4429609.87835,4744985.42791,2022-08-08,2677569089.857192,2658185227.0653296,2022-08-01,2022Q3,2751253821.400562,16.550098351611116,2677377544.84711,18.11268357965226,15.534791091827351,15.0,15.0,2000000000.0,15.0,15.0,1,1,1.0204081632653061,1.4492753623188406
930,Optimism,arrakis-finance,4477818.70897,17643632.99608,2022-01-20,304062016.641404,294990431.807397,2022-01-01,2022Q1,353966249.2482483,0.672007674138793,351495447.97224087,0.686048339019388,0.5936744165570187,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
1148,Polygon,insurace,4481092.34986,16218402.8975,2021-09-08,5078095411.159097,5550227933.224067,2021-09-01,2021Q3,5776727404.292301,17.134725870895718,5847981753.75959,28.2879583682417,16.171838852947307,15.0,15.0,5000000000.0,15.0,15.0,1,1,0.6622516556291391,1.4492753623188406
559,Binance,knit-finance,4504560.3964,5085052.4272,2021-11-26,18587646484.674652,18688023845.076096,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,31.914072801594216,30.0,30.0,18000000000.0,35.0,30.0,1,1,0.4672897196261682,2.272727272727273
524,Binance,hashflow,4582797.26631,4764219.54806,2022-02-22,11564449650.647633,11668531113.481998,2022-02-01,2022Q1,11960419298.786104,26.18835043307555,15761423531.844334,30.76312509019138,26.89589609506245,25.0,25.0,11000000000.0,25.0,25.0,1,1,0.4672897196261682,1.3888888888888888
401,Binance,bifi,4617014.06869,16830039.73385,2021-03-07,3295708191.678306,3387786256.356644,2021-03-01,2021Q1,3594815471.0836253,88.54997483043842,151998441.55917272,50.34558375438032,91.72286315794233,90.0,50.0,3000000000.0,85.0,30.0,1,1,0.4672897196261682,16.666666666666668
44,Arbitrum,dforce,4692349.67326,164568812.75831,2021-09-18,740703399.167159,415583670.2421515,2021-09-01,2021Q3,23486759.719096858,0.06966560151051868,13986446.814417878,0.06765548215869907,1.094386223486919,0.0,0.0,0.0,0.0,0.0,1,1,1.6129032258064515,0.625
762,Fantom,hundred-finance,4702919.23848,191273262.55937,2021-11-07,5227956027.205006,5003538475.777234,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,8.823548278799418,5.0,5.0,5000000000.0,5.0,5.0,1,1,1.2048192771084338,0.9900990099009901
1301,Solana,jet,4779351.23492,38164335.13694,2021-10-07,10426112313.499477,10769593850.701616,2021-10-01,2021Q4,11055273735.71757,27.339524294615845,10773600401.277042,27.392544015403907,25.883705062209213,25.0,25.0,10000000000.0,25.0,25.0,1,1,1.9607843137254901,1.3888888888888888
1085,Polygon,dfx-finance,4800885.76329,10683005.0289,2022-01-18,5400972788.753209,5543164843.3253145,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.859556121516226,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
1360,xDai,stakewise,4978033.65988,11989421.07047,2022-04-05,265994090.04752675,261994792.31353888,2022-04-01,2022Q2,249208899.91429806,0.5253871501166314,246030384.32864082,0.5336669942340756,0.5506174044135137,0.0,0.0,0.0,0.0,0.0,1,1,5.882352941176471,0.625
937,Optimism,cbridge,5079512.81943,38013059.81995,2021-11-07,324729524.1431486,326272563.49695754,2021-11-01,2021Q4,297984790.89679676,0.5496522108507853,135762266.7106851,0.3451839429706927,0.5753691572474332,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
1295,Solana,kamino,5174390.88545,5583147.91747,2022-09-05,2173968010.977348,2159339908.774272,2022-09-01,2022Q3,2194539899.95366,13.890414157493344,2414161349.5912986,16.3320039489875,13.719352805378742,10.0,10.0,2000000000.0,10.0,10.0,1,1,1.9607843137254901,1.2820512820512822
375,Binance,nemesis-dao,5202081.74146,13384883.9976,2021-11-13,20533210392.665638,20491864681.15285,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,35.18949465133204,35.0,35.0,20000000000.0,35.0,30.0,1,1,0.4672897196261682,2.9411764705882355
590,Binance,orbit-bridge,5276721.29183,7679463.19191,2022-08-10,7000330400.850552,7119801595.375156,2022-08-01,2022Q3,6718643950.658284,40.41583415820456,5960947850.685903,40.32631201456031,40.72621267979635,40.0,40.0,7000000000.0,40.0,30.0,1,1,0.4672897196261682,2.6315789473684212
997,Polygon,0vix,5364735.02927,5981029.19841,2022-04-05,4655371748.202049,4660751315.064462,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.795197717695432,5.0,5.0,4000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
1319,Solana,renvm,5454436.72193,267356463.11727,2021-09-13,11672480302.640482,12198985784.639214,2021-09-01,2021Q3,3744929735.5798974,11.108079009795114,631693187.6212717,3.0556372002091976,29.777797601530935,25.0,25.0,11000000000.0,10.0,10.0,1,1,1.9607843137254901,1.3888888888888888
1346,xDai,honeyswap,5467540.96914,18510099.92601,2021-05-03,14691334.89135953,12722463.469438344,2021-05-01,2021Q2,12722463.469438344,0.03814324787266874,2550.6529996206664,3.131983558651467e-05,0.03814324787266874,0.0,0.0,0.0,0.0,0.0,1,1,5.882352941176471,0.625
364,Binance,bakeryswap,5474207.69938,207288454.11456,2021-07-12,15170233885.486687,14893156315.817787,2021-07-01,2021Q3,13863529434.987942,65.72673090864035,13765337983.589483,66.58593070236918,66.12481695696984,65.0,50.0,15000000000.0,65.0,30.0,1,1,0.4672897196261682,5.0
494,Binance,orion-protocol,5722223.75565,15354825.06108,2021-09-02,20811536090.527916,20518668069.379364,2021-09-01,2021Q3,20811536090.527916,61.73044717299331,13765337983.589483,66.58593070236918,62.41350130064993,60.0,50.0,20000000000.0,60.0,30.0,1,1,0.4672897196261682,4.545454545454546
1333,Solana,synthetify,5751638.87753,49362490.37081,2021-10-29,12610320857.96681,12182083380.268513,2021-10-01,2021Q4,11055273735.71757,27.339524294615845,10773600401.277042,27.392544015403907,23.17213147953535,20.0,20.0,12000000000.0,25.0,25.0,1,1,1.9607843137254901,1.6129032258064515
819,Fantom,giza-dao,5814204.6159,5957640.83788,2021-12-10,3837580093.983797,3980880934.16157,2021-12-01,2021Q4,4656630015.342423,7.756068793524914,1509482689.809377,3.8379529109129034,7.481892034022651,5.0,5.0,3000000000.0,5.0,5.0,1,1,1.2048192771084338,0.9900990099009901
895,Fantom,stader,5901498.20571,6005273.28207,2022-06-07,1583560554.2188396,1585376527.1467102,2022-06-01,2022Q2,1634309736.4769545,7.425249789329939,6626844273.719033,14.374354917435452,7.363350595787459,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.2048192771084338,0.9900990099009901
88,Arbitrum,saddle-finance,5921629.26153,28314704.53734,2022-02-03,1747322842.0370553,1706195631.0772665,2022-02-01,2022Q1,1706195631.0772665,3.7358597535597173,1782578913.4949436,3.47923510767847,3.7358597535597173,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
938,Optimism,rubicon,5966304.125820001,7975435.4454,2021-11-07,324729524.1431486,326272563.49695754,2021-11-01,2021Q4,297984790.89679676,0.5496522108507853,135762266.7106851,0.3451839429706927,0.5753691572474332,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
637,Binance,wing-finance,6049862.819,10126560.62755,2021-11-09,20667057530.102077,20928265984.120354,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,35.005165678700315,35.0,35.0,20000000000.0,35.0,30.0,1,1,0.4672897196261682,2.9411764705882355
65,Arbitrum,jones-dao,6160999.45371,12889496.70368,2022-02-19,1619586896.0499344,1638421374.1631818,2022-02-01,2022Q1,1706195631.0772665,3.7358597535597173,1782578913.4949436,3.47923510767847,3.63146770166747,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
520,Binance,guard-helmet,6216424.79791,27839425.09398,2021-08-01,15874201294.012741,15970615260.522968,2021-07-01,2021Q3,13863529434.987942,65.72673090864035,13765337983.589483,66.58593070236918,65.39777122976687,65.0,50.0,15000000000.0,65.0,30.0,1,1,0.4672897196261682,5.0
1093,Polygon,dystopia,6240260.27371,28291363.02068,2022-05-11,3595434467.5796323,3563700627.7891808,2022-05-01,2022Q2,3557826994.9317746,9.505403629803064,4482229770.711526,9.722449914994712,11.177748389561593,10.0,10.0,3000000000.0,5.0,5.0,1,1,0.6622516556291391,1.2820512820512822
1345,xDai,connext,6269260.20665,11031813.43504,2021-05-03,14691334.89135953,12722463.469438344,2021-05-01,2021Q2,12722463.469438344,0.03814324787266874,2550.6529996206664,3.131983558651467e-05,0.03814324787266874,0.0,0.0,0.0,0.0,0.0,1,1,5.882352941176471,0.625
1151,Polygon,pooltogether,6478523.67326,28944569.27281,2021-06-14,9639237298.87355,7429467847.1010275,2021-06-01,2021Q2,6823658196.370378,30.19312860931707,116455681.9686776,1.4299760935403056,30.57532039920719,30.0,30.0,9000000000.0,30.0,30.0,1,1,0.6622516556291391,2.272727272727273
1145,Polygon,proxy,6523136.29707,12326028.77888,2022-01-12,5387029394.516494,5133486824.882656,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.90250966746767,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
1006,Polygon,aavegotchi,6568239.03194,16345786.11435,2021-10-15,4465616039.76378,4374462678.421428,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,8.940605293645806,5.0,5.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,0.9900990099009901
183,Avalanche,echidna-finance,6577713.00023,143737320.16889,2022-02-28,10130596291.029745,10373234177.70062,2022-02-01,2022Q1,9189638395.603996,20.12149111542845,11532621710.127325,22.509355425270332,22.336786782877578,20.0,20.0,10000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
575,Binance,linear-finance,6596428.92912,32702676.01213,2021-12-20,16247640906.12886,16347094840.811958,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,31.948820723209064,30.0,30.0,16000000000.0,30.0,30.0,1,1,0.4672897196261682,2.272727272727273
1209,Polygon,polymarket,6654333.90736,10031070.51534,2021-10-26,4801988032.270576,4686486654.552232,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,8.748800560113446,5.0,5.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,0.9900990099009901
1152,Polygon,jarvis-network,6657754.02139,11311555.36405,2021-08-31,5446226957.144748,5525357238.989997,2021-08-01,2021Q3,6514933985.181124,26.81485274751253,5847981753.75959,28.2879583682417,17.261221341408852,15.0,15.0,5000000000.0,25.0,25.0,1,1,0.6622516556291391,1.4492753623188406
1290,Solana,frakt,6757461.9955,6757461.9955,2022-08-20,2308971368.940103,2415896864.3419013,2022-08-01,2022Q3,2705175330.479331,16.272914345283418,2414161349.5912986,16.3320039489875,14.362789956484493,10.0,10.0,2000000000.0,15.0,15.0,1,1,1.9607843137254901,1.2820512820512822
1143,Polygon,idex,6766965.67989,29141130.23201,2022-01-12,5387029394.516494,5133486824.882656,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.90250966746767,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
985,Optimism,synapse,6850968.333139999,62445609.56603,2021-11-20,346049813.4476384,307967212.23539376,2021-11-01,2021Q4,297984790.89679676,0.5496522108507853,135762266.7106851,0.3451839429706927,0.5679060447333436,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
903,Fantom,synapse,7039375.73814,487766264.57643,2021-10-13,5041801609.821701,5509506196.617604,2021-10-01,2021Q4,1589381908.926555,3.9305173577142583,1509482689.809377,3.8379529109129034,11.708573554761879,10.0,10.0,5000000000.0,0.0,0.0,1,1,1.2048192771084338,1.2820512820512822
161,Avalanche,cbridge,7040496.69078,110198036.93039,2021-11-07,9188433662.960552,8924299112.28644,2021-11-01,2021Q4,8641234025.30953,15.939314795886355,3823265970.3443656,9.720889718801896,15.737659349061836,15.0,15.0,9000000000.0,15.0,15.0,1,1,1.0204081632653061,1.4492753623188406
326,Binance,openleverage,7135430.600120001,13482130.57428,2022-03-04,11624150074.424358,12039749852.340563,2022-03-01,2022Q1,12059989501.685875,24.784781098329,15761423531.844334,30.76312509019138,24.751325726533402,20.0,20.0,11000000000.0,20.0,20.0,1,1,0.4672897196261682,1.6129032258064515
746,Fantom,yoshi-exchange,7270742.94155,83789274.34493,2021-11-19,4270250553.209424,4698237455.19076,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,8.360808793857062,5.0,5.0,4000000000.0,5.0,5.0,1,1,1.2048192771084338,0.9900990099009901
30,Arbitrum,cap,7455797.50486,7455797.50486,2021-09-29,972754724.5880651,970887901.3848975,2021-09-01,2021Q3,23486759.719096858,0.06966560151051868,13986446.814417878,0.06765548215869907,2.711049522132536,0.0,0.0,0.0,0.0,0.0,1,1,1.6129032258064515,0.625
1337,xDai,agave,7467481.78827,9889559.1381,2021-10-22,111729156.67358992,111748943.71050933,2021-10-01,2021Q4,49695678.68872958,0.12289665975962,49733419.62236262,0.1264502891605891,0.21325526462306785,0.0,0.0,0.0,0.0,0.0,1,1,5.882352941176471,0.625
1173,Polygon,mstable,7472698.24523,28391703.26856,2021-06-16,8306663802.154415,10328320521.013641,2021-06-01,2021Q2,6823658196.370378,30.19312860931707,116455681.9686776,1.4299760935403056,37.83330613451257,35.0,35.0,8000000000.0,30.0,30.0,1,1,0.6622516556291391,2.9411764705882355
709,Fantom,0xdao,7486309.66982,4333800940.01676,2022-01-21,10441921285.819208,8284246278.750411,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,16.67220516797789,15.0,15.0,10000000000.0,10.0,10.0,1,1,1.2048192771084338,1.4492753623188406
1307,Solana,maple,7499604.82702,77428215.41908,2022-07-05,2547813984.288463,2480555631.596938,2022-07-01,2022Q3,2362582138.3003216,16.08410276315112,2414161349.5912986,16.3320039489875,16.74772846206466,15.0,15.0,2000000000.0,15.0,15.0,1,1,1.9607843137254901,1.4492753623188406
728,Fantom,alpaca-finance,7555465.64378,40155904.21969,2022-02-18,7955447573.9440565,8360918997.856141,2022-02-01,2022Q1,8661703632.385084,18.965533264821754,4884712105.945583,9.533974468814513,17.81631270745337,15.0,15.0,7000000000.0,15.0,15.0,1,1,1.2048192771084338,1.4492753623188406
69,Arbitrum,mcdex,7576190.17965,9438397.7044,2021-09-08,50504851.18411745,43235528.85159142,2021-09-01,2021Q3,23486759.719096858,0.06966560151051868,13986446.814417878,0.06765548215869907,0.1259764488453601,0.0,0.0,0.0,0.0,0.0,1,1,1.6129032258064515,0.625
210,Avalanche,hashflow,7878911.524210001,8927359.98614,2022-02-22,10242368343.806091,10521855121.542181,2022-02-01,2022Q1,9189638395.603996,20.12149111542845,11532621710.127325,22.509355425270332,24.252814627997417,20.0,20.0,10000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
635,Binance,pstake,7891123.98264,8257580.83467,2022-08-27,6475830493.264985,6697773123.631444,2022-08-01,2022Q3,6718643950.658284,40.41583415820456,5960947850.685903,40.32631201456031,39.89588809925475,35.0,35.0,6000000000.0,40.0,30.0,1,1,0.4672897196261682,2.9411764705882355
1362,xDai,sushiswap,7896785.79049,22642138.73918,2021-03-01,3.8729847664135155,3.8729847664135155,2021-02-01,2021Q1,3.8729847664135155,9.859723148219577e-07,3.8729847664135155,1.2828268299119526e-06,1.0594366481858763e-07,0.0,0.0,0.0,0.0,0.0,1,1,5.882352941176471,0.625
1276,Solana,apricot-finance,8126448.074590001,350099501.28113,2021-11-04,14759779757.128439,13157252704.725187,2021-11-01,2021Q4,12490514487.017164,23.039561454767348,10773600401.277042,27.392544015403907,23.813447656152775,20.0,20.0,14000000000.0,20.0,20.0,1,1,1.9607843137254901,1.6129032258064515
40,Arbitrum,renvm,8153569.0887,34432186.11709,2021-09-13,1824558220.0741527,1627472116.764605,2021-09-01,2021Q3,23486759.719096858,0.06966560151051868,13986446.814417878,0.06765548215869907,3.9726692161716315,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
982,Optimism,sonne-finance,8276691.460559999,8276691.460559999,2022-10-02,1019641293.5741,1018905178.0445983,2022-10-01,2022Q4,1019641293.5741,6.875665435514415,1018905178.0445983,6.849230478647383,6.849230478647383,5.0,5.0,1000000000.0,5.0,5.0,1,1,2.0,0.9900990099009901
150,Avalanche,blizz-finance,8289960.86881,1299896382.96632,2021-11-08,10210497409.826477,9188433662.960552,2021-11-01,2021Q4,8641234025.30953,15.939314795886355,3823265970.3443656,9.720889718801896,15.788847625079566,15.0,15.0,10000000000.0,15.0,15.0,1,1,1.0204081632653061,1.4492753623188406
1049,Polygon,cbridge,8302372.035290001,44440248.91206001,2021-11-07,5057029309.598249,5112132607.517339,2021-11-01,2021Q4,5055038415.657716,9.324345154461984,4383704677.116872,11.14583972357302,9.015049866893888,5.0,5.0,5000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
292,Avalanche,sushiswap,8712039.9572,257358630.18184,2021-06-15,218387660.44603884,212781193.79197347,2021-06-01,2021Q2,232203412.52981377,1.0274470520466894,189166868.63427812,2.3228072281578593,0.7970113140125952,0.0,0.0,0.0,0.0,0.0,1,1,1.0204081632653061,0.625
1304,Solana,katana,9095517.20288,43724823.79544,2022-01-05,11431851584.698263,11298831556.091501,2022-01-01,2022Q1,11532578833.656027,21.894690511558185,11222273937.146017,21.903619062536535,21.237569867322925,20.0,20.0,11000000000.0,20.0,20.0,1,1,1.9607843137254901,1.6129032258064515
